Q_015  CÓDIGO DEL LOTE,Q_016  TIPOLOGÍA DE EDIFICACIÓN,Q_017  NÚMERO DE PISOS,Q_018A1 A1. RESTAURANTE DE COMIDA RÁPIDA,Q_018A2 A2. RESTAURANTE BAR,Q_018A3 A3. RESTAURANTE FAMILIAR,Q_018A4 A4. CAFETERÍA / FUENTE DE SODA,Q_018A5 A5. TIENDA DE ABARROTES,Q_018A6 A6. TIENDA DE COMESTIBLES ESPECIALIZADA,Q_018A7 A7. SUPERMERCADO / MERCADO,Q_018B1 B1. VIVIENDA UNIFAMILIAR,Q_018B2 B2. VIVIENDA MULTIFAMILIAR,Q_018B3 B3. DEPARTAMENTOS,Q_018C1 C1. LICORERÍA,Q_018C2 C2. FARMACIA,Q_018C3 C3. LOCAL ABIERTO 24 HORAS,Q_018C4 C4. OTRO COMERCIO,Q_018C5 C5. GRAN LOCAL COMERCIAL,Q_018NSNA N/S O N/A,Q_018O1 O1. LOTE VACÍO,Q_018O2 O2. OTRO,Q_018R1 R1. ACADEMIA / GIMNASIO,Q_018R2 R2. EQUIPAMIENTO DEPORTIVO,Q_018R3 R3. PLAZA,Q_018R4 R4. PARQUE PRIVADO,Q_018R5 R5. PARQUE PÚBLICO,Q_018S1 S1. BANCO / COOPERATIVA,Q_018S2 S2. HOSPITAL / CLÍNICA,Q_018S3 S3. PROFESIONALES DE LA SALUD,Q_018S4 S4. CULTURAL,Q_018S5 S5. OTRO SERVICIO,Q_018S6 S6. EQUIPAMENTO EDUCATIVO,Q_018S7 S7. TEMPLO,Q_018S8 S8. PARQUEADERO PÚBLICO,Q_018S9 S9. ENTRETENIMIENTO NOCTURNO,Q_019  PUERTAS PEATONALES,Q_020  PUERTAS VEHICULARES,Q_021  RAMPAS VEHICULARES,Q_022  VENTANAS,Q_023  MANTENIMIENTO DE LE EDIFICACIÓN,Q_024  TRANSPARENCIA DEL CERRAMIENTO,Q_025  TIPO DE CERRAMIENTO,Q_026  MEDIDA DEL RETIRO,Q_027  MANTENIMIENTO DEL RETIRO,_index,_parent_index
"1",f,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",b,c,b,"0",ns_na,"470","51"
"6",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","1",b,c,b,"0",ns_na,"471","51"
"5",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,b,"0",ns_na,"472","51"
"4",c,"3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2",b,c,b,"0",ns_na,"473","51"
"3",c,"3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1",b,c,b,"0",ns_na,"474","51"
"2",c,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","7",b,c,b,"0",ns_na,"475","51"
"12",c,"2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,b,"0",ns_na,"476","52"
"11",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,b,"0",ns_na,"477","52"
"10",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","1",b,c,b,"0",ns_na,"478","52"
"9",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,b,"0",ns_na,"479","52"
"8",c,"3.5","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,b,"0",ns_na,"480","52"
"7",c,"2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,b,"0",ns_na,"481","52"
"13",h,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0",b,a,na,ns_na,ns_na,"482","52"
"6",c,"3.5","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",b,c,b,"0",ns_na,"483","52"
"3",c,"3.5","0","0","1","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","0",a,c,b,"0",ns_na,"484","52"
"4",c,"1.5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",a,c,b,"0",ns_na,"485","52"
"1",f,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","2","1","0",b,c,b,"0",ns_na,"486","52"
"5",g,"5","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","3",a,c,b,"0",ns_na,"487","53"
"3",b,"2","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4",a,c,b,"0",ns_na,"488","53"
"4",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","1","3",a,c,b,"0",ns_na,"489","53"
"8",c,"2.5","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",b,c,b,"0",ns_na,"490","53"
"6",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",b,c,b,"0",ns_na,"491","53"
"1",b,"2","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","1","0",a,c,b,"0",ns_na,"492","53"
"2",a,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","1","1","1","1",a,c,b,"0",ns_na,"493","53"
"16",g,"4","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",a,c,b,"0",ns_na,"494","53"
"17",c,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",b,c,b,"0",ns_na,"495","53"
"9",c,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",b,c,b,"0",ns_na,"496","53"
"10",c,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",b,c,b,"0",ns_na,"497","53"
"7",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",b,c,b,"0",ns_na,"498","53"
"20",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",b,c,b,"0",ns_na,"499","53"
"18",c,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",b,c,b,"0",ns_na,"500","53"
"19",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","1","1","2",a,c,b,"0",ns_na,"501","53"
"12",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",a,c,b,"0",ns_na,"502","53"
"21",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",a,c,b,"0",ns_na,"503","53"
"15",b,"2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2",b,c,b,"0",ns_na,"504","53"
"13",b,"2","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3",a,c,b,"0",ns_na,"505","53"
"13",ns_na,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0",b,c,b,"0",ns_na,"506","53"
"11",b,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","1",a,c,b,"0",ns_na,"507","53"
"5",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",b,c,b,"0",ns_na,"508","54"
"8",c,"1","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0",a,c,b,"0",ns_na,"509","54"
"4",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3",b,c,b,"0",ns_na,"510","54"
"9",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","1",b,c,b,"0",ns_na,"511","54"
"7",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",b,c,b,"0",ns_na,"512","54"
"10",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2",b,c,b,"0",ns_na,"513","54"
"6",c,"3","0","0","0","0","1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2",b,c,b,"0",ns_na,"514","54"
"20",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0",b,c,b,"0",ns_na,"515","54"
"21",c,"1.5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,b,"0",ns_na,"516","54"
"19",c,"1","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,b,"0",ns_na,"517","54"
"17",c,"1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2",a,c,b,"0",ns_na,"518","54"
"18",c,"3","1","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3",a,c,b,"0",ns_na,"519","54"
"15",c,"3","1","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","1","1","3",a,c,b,"0",ns_na,"520","54"
"12",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","1","3",a,c,b,"0",ns_na,"521","54"
"16",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","1","1","2",a,c,b,"0",ns_na,"522","54"
"23",c,"3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1",a,c,b,"0",ns_na,"523","54"
"13",c,"2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","1","1","1",b,c,b,"0",ns_na,"524","54"
"24",c,"4","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","3","0","1","1",c,c,b,"0",ns_na,"525","54"
"3",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,b,"0",ns_na,"526","54"
"1",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,b,"0",ns_na,"527","54"
"2",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0",c,c,b,"0",ns_na,"528","54"
"11",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","0",a,c,b,"0",ns_na,"529","54"
"3",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0",a,c,b,"0",ns_na,"530","55"
"4",c,"2","0","0","1","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","2",a,c,b,"0",ns_na,"531","55"
"1",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",b,c,b,"0",ns_na,"532","55"
"2",c,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4",a,c,b,"0",ns_na,"533","55"
"4",h,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","0",b,c,b,ns_na,ns_na,"534","56"
"5",b,"2.5","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","3",a,c,b,"0",ns_na,"535","56"
"3",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",a,c,b,"0",ns_na,"536","56"
"2",b,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","3",b,c,b,"0",ns_na,"537","56"
"1",h,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0",a,a,na,ns_na,ns_na,"538","56"
"4",b,"1.0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",b,c,b,"0",ns_na,"604","59"
"10",c,"1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0",a,c,b,"0",ns_na,"605","59"
"11",c,"2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",a,c,b,"0",ns_na,"606","59"
"13",c,"3.0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","1","1",b,c,b,"0",ns_na,"607","59"
"3",c,"2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,b,"0",ns_na,"608","59"
"6",b,"2.0","0","1","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","1","4",b,c,na,"0",ns_na,"609","59"
"8",c,"2.0","0","0","0","0","1","0","0","1","0","0","0","0","0","3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","1","1","0",a,c,b,"0",ns_na,"610","59"
"9",c,"1.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",c,c,b,"0",ns_na,"611","59"
"5",c,"2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","1","1","1","2",a,c,b,"0",ns_na,"612","59"
"7",c,"3.0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",b,c,b,"0",ns_na,"613","59"
"14",b,"3.0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3",a,c,b,"0",ns_na,"614","59"
"2",c,"2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","3",a,c,b,"0",ns_na,"615","59"
"12",c,"3.0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","2",b,c,b,"0",ns_na,"616","59"
"1",b,"3.0","0","0","0","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2",b,c,b,"0",ns_na,"617","59"
"3",a,"2.0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0",c,c,b,"0",ns_na,"618","60"
"1",b,"2.0","0","1","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","1","0",b,c,b,"0",ns_na,"619","60"
"2",c,"2.0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1",b,c,b,"0",ns_na,"620","60"
"4",c,"2.0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,b,"0",ns_na,"621","60"
"10",c,"2.0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2",a,c,b,"0",ns_na,"622","60"
"5",c,"2.0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",b,c,b,"0",ns_na,"623","60"
"6",c,"2.0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",c,c,b,"0",ns_na,"624","60"
"9",c,"2.0","0","0","0","0","0","0","0","1","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1",c,c,b,"0",ns_na,"625","60"
"7",b,"2.0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0",b,c,b,ns_na,ns_na,"626","60"
"2",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2",a,c,b,"0",ns_na,"627","61"
"1",ns_na,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0",b,c,b,"0",ns_na,"628","61"
"4",b,"2.5","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",a,c,b,"0",ns_na,"629","61"
"5",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,b,"0",ns_na,"630","61"
"15",c,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","1","1",a,c,b,"0",ns_na,"631","61"
"8",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,b,"0",ns_na,"632","61"
"9",c,"2.5","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",b,c,b,"0",ns_na,"633","61"
"10",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,b,"0",ns_na,"634","61"
"11",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","3",b,c,b,"0",ns_na,"635","61"
"6",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","3",a,b,b,"+10",a,"636","61"
"14",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","1","1",a,c,b,"0",ns_na,"637","61"
"7",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",b,c,b,ns_na,ns_na,"638","61"
"18",g,"4","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,b,"0",ns_na,"639","61"
"16",b,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","4",a,c,b,"0",ns_na,"640","61"
"17",b,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,b,"0",ns_na,"641","61"
"13",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,b,"0",ns_na,"642","61"
"12",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,b,"0",ns_na,"643","61"
"9",c,"3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","2",a,c,b,"0",ns_na,"644","62"
"8",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",a,c,b,"0",ns_na,"645","62"
"2",c,"4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2",b,c,b,"0",ns_na,"646","62"
"3",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","1","1","1",b,c,b,"0",ns_na,"647","62"
"4",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","1","1",a,c,b,"0",ns_na,"648","62"
"10",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,b,"0",ns_na,"649","62"
"11",c,"3","0","0","0","0","1","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2",a,c,b,"0",ns_na,"650","62"
"12",c,"4","0","0","0","0","0","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1",b,c,b,"0",ns_na,"651","62"
"5",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",a,c,b,"0",ns_na,"652","62"
"6",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","3",b,c,b,"0",ns_na,"653","62"
"20",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",a,c,b,"0",ns_na,"654","62"
"7",c,"4","0","0","1","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4","0","0","2",a,c,b,"0",ns_na,"655","62"
"14",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1","0","2","1","1","2",a,c,b,"0",ns_na,"656","62"
"13",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",b,c,b,"0",ns_na,"657","62"
"19",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","2",c,c,b,"0",ns_na,"658","62"
"15",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0",a,c,b,"0",ns_na,"659","62"
"17",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2",b,c,b,"0",ns_na,"660","62"
"18",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",a,c,b,"0",ns_na,"661","62"
"1",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",b,c,b,"0",ns_na,"662","62"
