Q_015  CÓDIGO DEL LOTE,Q_016  TIPOLOGÍA DE EDIFICACIÓN,Q_017  NÚMERO DE PISOS,Q_018A1 A1. RESTAURANTE DE COMIDA RÁPIDA,Q_018A2 A2. RESTAURANTE BAR,Q_018A3 A3. RESTAURANTE FAMILIAR,Q_018A4 A4. CAFETERÍA / FUENTE DE SODA,Q_018A5 A5. TIENDA DE ABARROTES,Q_018A6 A6. TIENDA DE COMESTIBLES ESPECIALIZADA,Q_018A7 A7. SUPERMERCADO / MERCADO,Q_018B1 B1. VIVIENDA UNIFAMILIAR,Q_018B2 B2. VIVIENDA MULTIFAMILIAR,Q_018B3 B3. DEPARTAMENTOS,Q_018C1 C1. LICORERÍA,Q_018C2 C2. FARMACIA,Q_018C3 C3. LOCAL ABIERTO 24 HORAS,Q_018C4 C4. OTRO COMERCIO,Q_018C5 C5. GRAN LOCAL COMERCIAL,Q_018NSNA N/S O N/A,Q_018O1 O1. LOTE VACÍO,Q_018O2 O2. OTRO,Q_018R1 R1. ACADEMIA / GIMNASIO,Q_018R2 R2. EQUIPAMIENTO DEPORTIVO,Q_018R3 R3. PLAZA,Q_018R4 R4. PARQUE PRIVADO,Q_018R5 R5. PARQUE PÚBLICO,Q_018S1 S1. BANCO / COOPERATIVA,Q_018S2 S2. HOSPITAL / CLÍNICA,Q_018S3 S3. PROFESIONALES DE LA SALUD,Q_018S4 S4. CULTURAL,Q_018S5 S5. OTRO SERVICIO,Q_018S6 S6. EQUIPAMENTO EDUCATIVO,Q_018S7 S7. TEMPLO,Q_018S8 S8. PARQUEADERO PÚBLICO,Q_018S9 S9. ENTRETENIMIENTO NOCTURNO,Q_019  PUERTAS PEATONALES,Q_020  PUERTAS VEHICULARES,Q_021  RAMPAS VEHICULARES,Q_022  VENTANAS,Q_023  MANTENIMIENTO DE LE EDIFICACIÓN,Q_024  TRANSPARENCIA DEL CERRAMIENTO,Q_025  TIPO DE CERRAMIENTO,Q_026  MEDIDA DEL RETIRO,Q_027  MANTENIMIENTO DEL RETIRO,_index,_parent_index
"6",c,"3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1432","141"
"9",c,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2","0","0","0",a,c,na,"0",ns_na,"1433","142"
"4",c,"1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1434","142"
"5",c,"2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",b,c,na,"0",ns_na,"1435","142"
"6",c,"3","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",c,c,na,"0",ns_na,"1436","142"
"7",c,"2","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,na,"0",ns_na,"1437","142"
"10",c,"2","0","0","1","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","1",a,c,na,"0",ns_na,"1438","142"
"3",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","4","1","0","0",a,c,na,"0",ns_na,"1439","142"
"2",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",b,a,na,"4",a,"1440","142"
"1",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,b,b,"3",b,"1441","142"
"14",c,"3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",b,c,na,"0",ns_na,"1442","143"
"15",c,"3","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,na,"0",ns_na,"1443","143"
"24",c,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",ns_na,c,na,"0",ns_na,"1444","143"
"16",c,"3.5","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",c,c,na,"0",ns_na,"1445","143"
"25",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",ns_na,c,na,"0",ns_na,"1446","143"
"19",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,na,"0",ns_na,"1447","143"
"20",c,"3","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,na,"0",ns_na,"1448","143"
"22",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3",a,c,na,"0",ns_na,"1449","143"
"1",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","1",b,c,na,"0",ns_na,"1450","143"
"7",c,"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,na,"0",ns_na,"1451","143"
"9",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",a,c,na,"0",ns_na,"1452","143"
"6",c,"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,na,"0",ns_na,"1453","143"
"5",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",a,c,na,"0",ns_na,"1454","143"
"11",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1",b,c,na,"0",ns_na,"1455","143"
"13",c,"3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1456","143"
"26",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","2",a,c,na,"0",ns_na,"1457","143"
"27",c,"1","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","2",a,c,na,"0",ns_na,"1458","143"
"17",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",d,c,na,"0",ns_na,"1459","143"
"18",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,na,"0",ns_na,"1460","143"
"21",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,na,"0",ns_na,"1461","143"
"23",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","1",c,c,na,"0",ns_na,"1462","143"
"3",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",b,c,na,"0",ns_na,"1463","143"
"2",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,na,"0",ns_na,"1464","143"
"4",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,na,"0",ns_na,"1465","143"
"8",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","1",a,c,na,"0",ns_na,"1466","143"
"10",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",a,c,na,"0",ns_na,"1467","143"
"4",c,"4","0","0","0","0","1","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","4",a,c,na,"0",ns_na,"1468","144"
"7",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","4","0","0","2",a,c,na,"0",ns_na,"1469","144"
"18",c,"2","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","4","1","1","2",a,c,b,"+10",a,"1470","144"
"11",c,"2.5","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","2",a,c,na,"0",ns_na,"1471","144"
"9",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","1","1","2",a,c,na,"0",ns_na,"1472","144"
"8",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","1","2",a,c,na,"0",ns_na,"1473","144"
"16",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","1","1",a,c,na,"0",ns_na,"1474","144"
"14",c,"3","1","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1475","144"
"17",c,"2","0","0","0","0","1","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1476","144"
"6",g,"5","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","4",a,c,na,"0",ns_na,"1477","144"
"1",c,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","2","1","1","10",b,c,na,"0",ns_na,"1478","144"
"13",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,na,"0",ns_na,"1479","144"
"2",c,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","1","1","1","8",a,c,na,"0",ns_na,"1480","144"
"5",c,"3","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","5","0","0","0",a,c,na,"0",ns_na,"1481","144"
"10",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",b,c,na,"0",ns_na,"1482","144"
"12",c,"4","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,na,"0",ns_na,"1483","144"
"18",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0",b,c,na,"0",ns_na,"1484","145"
"19",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",b,c,b,"+10",a,"1485","145"
"16",c,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","0","0",a,c,b,ns_na,ns_na,"1486","145"
"15",c,"2","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",ns_na,c,b,ns_na,ns_na,"1487","145"
"14",ns_na,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",ns_na,c,b,ns_na,ns_na,"1488","145"
"13",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","2","1","1","3",a,a,b,"5",a,"1489","145"
"1",ns_na,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",ns_na,c,b,ns_na,ns_na,"1490","145"
"10",b,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","4","0","0",ns_na,c,b,ns_na,ns_na,"1491","145"
"9",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","1","0","1",a,a,b,"4",a,"1492","145"
"17",h,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",ns_na,a,na,ns_na,ns_na,"1493","145"
"12",b,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,a,ns_na,ns_na,"1494","145"
"11",c,"4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,a,ns_na,ns_na,"1495","145"
"8",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,b,ns_na,ns_na,"1496","145"
"7",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","2","1","0",b,b,b,"5",a,"1497","145"
"4",h,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0",ns_na,b,b,ns_na,ns_na,"1498","145"
"3",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","1","1","2",a,a,b,"6",a,"1499","145"
"2",a,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,b,a,"7",b,"1500","145"
"1",ns_na,"0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0",ns_na,a,na,ns_na,ns_na,"1501","146"
"8",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","1",a,c,na,"0",ns_na,"1502","146"
"16",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","3",b,c,na,"0",ns_na,"1503","146"
"2",c,"2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3",b,c,na,"0",ns_na,"1504","146"
"3",c,"4","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","2",a,c,na,"0",ns_na,"1505","146"
"4",c,"3","0","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,na,"0",ns_na,"1506","146"
"5",c,"2","1","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1507","146"
"6",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,na,"0",ns_na,"1508","146"
"9",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",b,c,na,"0",ns_na,"1509","146"
"10",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","2","1","1","1",a,c,na,"0",ns_na,"1510","146"
"11",c,"3","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1511","146"
"1212",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","1",a,c,na,"0",ns_na,"1512","146"
"13",c,"4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","3","0","0","0","0","4","0","0","3",a,c,na,"0",ns_na,"1513","146"
"14",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1514","146"
"11",c,"2","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","0","0","0",a,c,na,"0",ns_na,"1515","147"
"31",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1",b,c,na,"0",ns_na,"1516","147"
"14",c,"2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",a,c,na,"0",ns_na,"1517","147"
"24",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1518","147"
"32",c,"2","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1519","147"
"4",c,"1","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",a,c,na,"0",ns_na,"1520","147"
"8",c,"1","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",a,c,na,"0",ns_na,"1521","147"
"29",c,"1.5","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,na,"0",ns_na,"1522","147"
"19",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1523","147"
"25",c,"2","0","0","0","0","0","1","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,na,"0",ns_na,"1524","147"
"18",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","0",a,c,na,"0",ns_na,"1525","147"
"3",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",ns_na,c,na,"0",ns_na,"1526","147"
"2",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",a,c,na,"0",ns_na,"1527","147"
"35",c,"4","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","0","1",b,c,na,"0",ns_na,"1528","147"
"6",c,"3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","1","0",b,c,na,"0",ns_na,"1529","147"
"5",c,"3","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","1",a,c,na,"0",ns_na,"1530","147"
"37",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,na,"0",ns_na,"1531","147"
"10",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",a,c,na,"0",ns_na,"1532","147"
"28",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1533","147"
"38",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",b,c,na,"0",ns_na,"1534","147"
"20",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1535","147"
"1",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1536","147"
"26",c,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1537","147"
"17",c,"1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","1","1","0",a,c,na,"0",ns_na,"1538","147"
"27",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1539","147"
"16",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0",b,c,na,"0",ns_na,"1540","147"
"15",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1541","147"
"12",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,na,"0",ns_na,"1542","147"
"23",c,"1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",a,c,na,"0",ns_na,"1543","147"
"9",c,"1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",a,c,na,"0",ns_na,"1544","147"
"22",c,"3","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",b,c,na,"0",ns_na,"1545","147"
"21",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","1",a,c,na,"0",ns_na,"1546","147"
"39",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","1","1","0",b,c,na,"0",ns_na,"1547","147"
"4",c,"3","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","1","1","1",a,c,na,"0",ns_na,"1548","148"
"6",c,"3","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","3",a,c,na,"0",ns_na,"1549","148"
"19",c,"2","0","0","0","1","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0","2",a,c,na,"0",ns_na,"1550","148"
"8",c,"2","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1551","148"
"11",c,"3","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","3","1","1","2",a,c,na,"0",ns_na,"1552","148"
"12",c,"2","0","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","4",a,c,na,"0",ns_na,"1553","148"
"15",c,"3","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","0","0","3","0","0","4",a,c,na,"0",ns_na,"1554","148"
"16",c,"2","2","0","0","0","0","1","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0",b,c,na,"0",ns_na,"1555","148"
"2",c,"4","1","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","2",a,c,na,"0",ns_na,"1556","148"
"5",c,"4","0","0","0","0","0","0","0","0","1","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","2","0","0","2",a,c,na,"0",ns_na,"1557","148"
"7",c,"2","0","0","0","0","0","0","0","1","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","1","0","0","0","0","2","0","0","3",b,c,na,"0",ns_na,"1558","148"
