M_002  CÓDIGO DE ESTUDIO,M_003  TIPO DE LEVANTAMIENTO,M_004  MÉTODO DE LEVANTAMIENTO,PHOTO_1 ,PHOTO_2 ,PHOTO_3 ,PHOTO_4 ,PHOTO_5 ,Q_000  CÓDIGO DE ZONA,Q_001  CÓDIGO DE SEGMENTO,Q_002  EXISTENCIA DE SEGMENTO,Q_003  TIPO DE SEGMENTO,Q_004  CIRCULACIÓN,Q_005  BOCACALLES DE LA INTERSECCIÓN,Q_006  REDONDEL,Q_007  EXTENSIÓN DE ACERA,Q_008A  SEMÁFORO VEHÍCULAR,Q_008B  SEMÁFORO PEATONAL,Q_008C  TEMPORIZADOR,Q_008D  PULSADOR ,Q_008E  SONIDO,Q_008F  SEÑAL DE PARE,Q_008G  SEÑAL DE PASO PEATONAL,Q_009  PASO PEATONAL,Q_010  CONTINUIDAD DEL PASO PEATONAL,"Q_011  RAMPA LADO ""R""","Q_012  RAMPA LADO ""L""","Q_013  ALTO DE ACERA LADO ""R""","Q_014  ALTO DE ACERA LADO ""L""","Q_028B_L EXISTENCIA DE LUGAR ALTERNATIVO EN ""L""","Q_028B_R EXISTENCIA DE LUGAR ALTERNATIVO EN ""R""","Q_028_L EXISTENCIA DE ACERA EN ""L""","Q_028_R EXISTENCIA DE ACERA EN ""R""","Q_029_L CONTINUIDAD EN ""L""","Q_029_R CONTINUIDAD EN ""R""","Q_030_L ANCHO EN ""L""","Q_030_R ANCHO EN ""R""","Q_031_L TIPO DE SUPERFICIE EN ""L""","Q_031_R TIPO DE SUPERFICIE EN ""R""","Q_032_L ESTADO EN ""L""","Q_032_R ESTADO EN ""R""","Q_033_L BUFFER DE SEGURIDAD EN ""L""","Q_033_R BUFFER DE SEGURIDAD EN ""R""","Q_034_L SOMBRA EN ""L""","Q_034_R SOMBRA EN ""R""","Q_035_L BORDILLO REDONDEADO EN ""L""","Q_035_R BORDILLO REDONDEADO EN ""R""","Q_036_L VOLADOS DE EDIFICIOS EN ""L""","Q_036_R VOLADOS DE EDIFICIOS EN ""R""","Q_037_L BASUREROS PÚBLICOS EN ""L""","Q_037_R BASUREROS PÚBLICOS EN ""R""","Q_038_L BANCAS U OTROS SITIOS PARA SENTARSE EN ""L""","Q_038_R BANCAS U OTROS SITIOS PARA SENTARSE EN ""R""","Q_039_L PARQUEADEROS DE BICICLETAS EN ""L""","Q_039_R PARQUEADEROS DE BICICLETAS EN ""R""","Q_040_L LUMINARIAS EN ""L""","Q_040_R LUMINARIAS EN ""R""","Q_041_L ÁRBOLES EN ""L""","Q_041_R ÁRBOLES EN ""R""","Q_042_L ESPACIADO DE ÁRBOLES EN ""L""","Q_042_R ESPACIADO DE ÁRBOLES EN ""R""","Q_043_L PARADAS DE TRANSPORTE PÚBLICO EN ""L""","Q_043_R PARADAS DE TRANSPORTE PÚBLICO EN ""R""","Q_044_L BANCA EN ""L""","Q_044_R BANCA EN ""R""","Q_045_L CUBIERTA EN ""L""","Q_045_R CUBIERTA EN ""R""","Q_046_L INFORMACIÓN EN ""L""","Q_046_R INFORMACIÓN EN ""R""","Q_047_L PERMANENTES SALVABLES EN ""L""","Q_047_R PERMANENTES SALVABLES EN ""R""","Q_048_L PERMANENTES INSALVABLES EN ""L""","Q_048_R PERMANENTES INSALVABLES EN ""R""","Q_049_L TEMPORALES SALVABLES EN ""L""","Q_049_R TEMPORALES SALVABLES EN ""R""","Q_050_L TEMPORALES INSALVABLES EN ""L""","Q_050_R TEMPORALES INSALVABLES EN ""R""","Q_051_L CIRCULANDO EN ""L""","Q_051_R CIRCULANDO EN ""R""","Q_052_L ESTACIONARIOS EN ""L""","Q_052_R ESTACIONARIOS EN ""R""","Q_053_L EXISTENCIA DE CICLOVÍA EN ""L""","Q_053_R EXISTENCIA DE CICLOVÍA EN ""R""","Q_054_L SEGREGADA EN ""L""","Q_054_R SEGREGADA EN ""R""","Q_055_L ANCHO DE CICLOVÍA EN ""L""","Q_055_R ANCHO DE CICLOVÍA EN ""R""","Q_056_L CAMINOS INFORMALES EN ""L""","Q_056_R CAMINOS INFORMALES EN ""R""","Q_057_L PUENTE PEATONAL EN ""L""","Q_057_R PUENTE PEATONAL EN ""R""","Q_058_L ESCALINATA / RAMPA EN ""L""","Q_058_R ESCALINATA / RAMPA EN ""R""","Q_059_L ENTRADAS O CALLEJONES VEHICULARES EN ""L""","Q_059_R ENTRADAS O CALLEJONES VEHICULARES EN ""R""",Q_060  ANCHO DE LA CALZADA,Q_061  MATERIAL DE LA CALZADA,Q_062  CARRILES VEHICULARES,Q_063  ESTACIONAMIENTOS O VEHÍCULOS ESTACIONADOS,Q_064  PARTER CENTRAL,Q_065  PLATAFORMA ÚNICA,Q_066  SEÑAL DE VELOCIDAD MÁXIMA (KM/H),Q_067  ROMPEVELOCIDADES,Q_068  SEÑAL DE ROMPEVELOCIDADES,Q_069  CRUCE A MITAD DEL SEGMENTO,Q_070  ELEMENTOS AGRADABLES,Q_071  JARDINES/PAISAJISMO,Q_072  MANTENIMIENTO GENERAL,Q_073  GRAFITTIS,Q_074  BOCACALLES DE LA INTERSECCIÓN,Q_075  REDONDEL,Q_076  EXTENSIÓN DE ACERA,Q_077A  SEMÁFORO VEHÍCULAR,Q_077B  SEMÁFORO PEATONAL,Q_077C  TEMPORIZADOR,Q_077D  PULSADOR ,Q_077E  SONIDO,Q_077F  SEÑAL DE PARE,Q_077G  SEÑAL DE PASO PEATONAL,Q_078  PASO PEATONAL,Q_079  CONTINUIDAD DEL PASO PEATONAL,"Q_080  RAMPA LADO ""R""","Q_081  RAMPA LADO ""L""","Q_082  ALTO DE ACERA LADO ""R""","Q_083  ALTO DE ACERA LADO ""L""",Q_084  CÓDIGO DEL SEGMENTO,Q_085  FOTOGRAFÍA INICIAL DEL SEGMENTO,Q_086  ESTADO DE LA CALZADA,Q_087  CARRIL DE TRANVÍA,Q_088  DIRECCIONALIDAD DE VÍA,Q_089  SEÑAL DE DIRECCIONALIDAD,Q_090  PENDIENTE LONGITUDINAL,Q_091  PERCEPCIÓN DE SEGURIDAD,Q_092  PERCEPCIÓN DE LA CALIDAD DEL AIRE,Q_093  PERCEPCIÓN DE NIVEL DE RUIDO,Q_094  PERCEPCIÓN DE CAMINABILIDAD,Q_095  FOTOGRAFÍA FINAL DEL SEGMENTO,Q_096A Q_ 096A FOTOGRAFÍA COMPLEMENTARIA_ A (OPCIONAL),Q_096A_D Q_ 096A DESCRIPCIÓN COMPLEMENTARIA_ A (OPCIONAL),Q_096B Q_ 096B FOTOGRAFÍA COMPLEMENTARIA_ B (OPCIONAL),Q_096B_D Q_ 096B DESCRIPCIÓN COMPLEMENTARIA_ B (OPCIONAL),Q_096C  FOTOGRAFÍA COMPLEMENTARIA_ C (OPCIONAL),Q_096C_D Q_ 096C DESCRIPCIÓN COMPLEMENTARIA_ C (OPCIONAL),Q_097  UBICACIÓN FINAL DEL SEGMENTO,_geolocation,_id,_index,fin_seg
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F4673436a-70f1-4122-a328-b9fd3054d15c%2Fimage-12_13_17.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F4673436a-70f1-4122-a328-b9fd3054d15c%2Fimage-12_40_13.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fbe817131-65e3-451c-9ce8-e2a06b548338%2Fimage-12_13_17.jpg,,,01H00481,4087,1,a,a,3,0,0,0,0,0,0,0,0,0,a,1,c,c,b,b,,,1,1,1,1,2,2,b,b,b,b,0,0,d,d,0,0,c,c,0,0,0,0,0,0,0,3,0,0,,,0,0,,,,,,,0,0,0,0,0,0,1,0,0,7,2,1,c,c,,,,,0,0,0,0,0,0,0,0,12,d,4,27,0,0,0,0,0,d,0,0,b,c,3,0,0,0,0,0,0,0,0,0,f,,c,c,c,c,4087,image-12_13_17.jpg,b,0,a,1,a,c,b,b,b,image-12_40_13.jpg,,,,,,,-2.901184 -79.000031 2534.5290184932346 4.93978274147538,,48223263,143,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F9449785d-1e63-4f14-ab71-d54d49b844f4%2F1583424433074.-11_7_54.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F9449785d-1e63-4f14-ab71-d54d49b844f4%2F1583422617779.-10_37_18.jpg,,,,01H00481,6660,1,a,a,4,0,0,1,0,0,0,0,0,0,a,1,b,b,b,b,,,1,1,1,1,2,2.5,b,b,a,a,0,0,d,b,0,0,c,d,0,0,0,0,0,0,0,4,0,0,,,0,0,,,,,,,0,0,1,0,0,0,0,0,7,5,2,1,c,c,,,,,0,0,0,0,0,0,0,0,8,d,3,6,0,0,0,0,0,d,0,0,a,a,4,0,0,1,1,0,0,1,0,0,a,1,b,b,b,b,6660,1583422617779.-10_37_18.jpg,a,0,a,0,a,a,d,d,b,1583424433074.-11_7_54.jpg,,,,,,,,,48243468,144,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F890c5234-1371-4356-99b6-5cb417d423fd%2Fimage-11_10_3.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F890c5234-1371-4356-99b6-5cb417d423fd%2Fimage-10_32_8.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F1d8ef327-2493-4e03-b4a0-caaf9c708b58%2Fimage-10_32_8.jpg,,,01H00481,2663,1,a,a,2,0,0,0,0,0,0,0,0,0,f,,c,c,b,b,,,1,1,1,1,1.6,2,b,b,b,b,0,0,d,d,0,0,e,d,0,0,0,0,0,0,6,5,1,0,,,0,0,,,,,,,0,0,0,0,0,2,0,0,2,1,0,0,c,c,,,,,0,0,0,0,1,0,0,0,9,b,3,0,0,0,30,0,0,d,0,0,b,b,3,0,0,0,0,0,0,0,0,0,f,,c,c,b,b,2663,image-10_32_8.jpg,a,0,b,0,b,b,b,d,b,image-11_10_3.jpg,,,,,,,-2.904854 -79.000188 2524.732177734375 65,,48243693,145,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F82e35e89-daa2-47a3-abfc-c87857989416%2F1583425959682.-11_32_58.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F82e35e89-daa2-47a3-abfc-c87857989416%2F1583424539622.-11_9_18.jpg,,,,01H00481,540,1,a,a,4,0,0,1,0,0,0,0,0,0,a,1,c,b,c,b,,,1,1,1,0,1.5,1.5,b,b,b,b,0,0,d,d,0,0,c,d,0,1,0,1,0,0,0,5,0,2,,,0,1,,1,,1,,0,0,0,0,1,0,0,0,1,5,3,2,6,c,c,,,,,0,0,0,0,0,0,0,1,8,d,2,5,0,0,0,0,0,d,0,0,a,a,4,0,0,1,1,0,0,1,0,0,a,1,b,b,b,b,540,1583424539622.-11_9_18.jpg,a,0,a,1,b,b,c,d,c,1583425959682.-11_32_58.jpg,,,,,,,,,48246436,146,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F28f3792b-7b7c-433e-8ec7-74dd3d095956%2Fimage-12_1_45.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F28f3792b-7b7c-433e-8ec7-74dd3d095956%2Fimage-11_19_50.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F71226881-fe50-42e8-a896-b49fcb23bfbb%2Fimage-11_19_50.jpg,,,01H00481,9589,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,c,c,b,b,,,1,1,1,0,1.5,1.5,b,b,b,b,0,0,c,d,0,0,b,d,0,0,0,0,0,0,4,0,0,0,,,0,0,,,,,,,0,0,1,0,0,0,0,0,2,1,0,0,c,c,,,,,0,0,0,0,0,0,0,0,6,d,2,6,0,0,0,0,0,d,0,0,c,b,3,0,0,0,0,0,0,0,0,0,a,1,c,c,b,b,9589,image-11_19_50.jpg,b,0,a,0,a,c,c,d,c,image-12_1_45.jpg,,,,,,,-2.902916 -79.001975 2536.42431640625 65,,48248675,147,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F6d8b91ec-e49f-4959-a7e0-c9702d1fe829%2Fimage-12_3_19.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F6d8b91ec-e49f-4959-a7e0-c9702d1fe829%2Fimage-12_27_34.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fb4226209-572f-457e-a5fe-a6062fa52171%2Fimage-12_3_19.jpg,,,01H00481,4807,1,a,a,4,0,0,1,0,0,0,0,0,0,a,1,c,c,b,b,,,1,1,0,1,1.5,2,b,b,a,a,0,0,d,c,0,0,d,d,0,0,0,0,0,0,0,5,0,0,,,0,0,,,,,,,0,1,1,0,0,0,0,0,0,9,0,0,c,c,,,,,0,0,0,0,0,0,2,0,9,d,3,5,0,0,0,NA,0,d,0,0,a,b,4,0,0,1,1,0,0,1,0,0,a,1,c,c,b,b,4807,image-12_3_19.jpg,a,0,a,1,a,b,b,d,c,image-12_27_34.jpg,,,,,,,-2.900969 -79.000503 2534.93208833877 5.663465361828656,,48253341,148,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F67435186-062c-4cbe-a290-5a83a26bdb09%2Fimage-12_9_26.jpg,,,,,01H00481,6987,1,a,a,4,0,0,0,0,0,0,0,0,0,a,0,c,c,b,b,,,1,1,1,0,2,3,b,b,b,b,0,0,c,c,0,0,d,d,0,0,0,0,0,0,4,0,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,4,1,0,0,c,c,,,,,0,0,0,0,0,0,0,0,6,d,2,0,0,0,0,0,0,d,0,1,b,c,4,0,0,0,0,0,0,0,0,0,a,0,c,c,b,b,6987,image-12_9_26.jpg,b,0,a,1,a,d,b,c,d,2846DB49-C002-4E17-9E2A-A3BF62046DA7-13_12_47.jpeg,,,,,,,-2.900812 -79.001548 2530.665126800537 10,,48254819,149,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Feb3cdafe-aa62-4682-916f-e8ed16c59701%2F1583427895442.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Feb3cdafe-aa62-4682-916f-e8ed16c59701%2F1583425931485.jpg,,,,01H00481,11202,1,a,a,4,0,1,1,0,0,0,0,0,1,a,1,b,b,c,c,,,1,1,1,1,1.2,1.1,b,b,b,b,0.0,0.0,d,d,1,1,b,a,0,1,0,0,0,0,0,3,0,0,,,0,0,,,,,,,0,0,0,0,0,1,0,0,8,6,2,2,c,c,,,,,0,0,0,0,0,0,0,0,12.0,d,2,4,0,0,0,0,0,d,0,0,c,b,4,0,1,1,1,0,0,0,0,1,a,1,b,b,d,d,1102,1583425931485.jpg,c,0,a,1,b,b,d,d,b,1583427895442.jpg,,,,,,,-2.90017525 -78.99935184 2552.204833984375 4.745971,,48255244,150,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F7ad0246b-06d5-4070-a7d4-00a352736b76%2F1583429704430.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F7ad0246b-06d5-4070-a7d4-00a352736b76%2F1583428314145.jpg,,,,01H00481,8243,1,a,a,4,0,1,0,0,0,0,0,0,1,a,1,c,c,c,b,,,1,1,1,1,1.2,1.8,b,b,c,b,0.0,0.0,a,d,1,1,d,d,0,1,0,0,0,0,1,4,0,0,,,0,1,,2,,2,,2,0,0,0,0,0,0,1,0,2,3,1,16,c,c,,,,,0,0,0,0,0,0,0,0,12.0,d,3,0,0,0,0,0,0,d,1,1,b,b,4,0,0,1,1,0,0,0,0,1,a,1,a,c,c,b,8243,1583428314145.jpg,b,0,a,1,a,b,d,e,b,1583429704430.jpg,,,,,,,-2.90000313 -79.00021229 2546.738037109375 4.5613923,,48255388,151,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F5b9986ac-7a14-4e83-8e2a-6cdbf1e653b6%2F1583432007865.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F5b9986ac-7a14-4e83-8e2a-6cdbf1e653b6%2F1583430358351.jpg,,,,01H00481,4369,1,a,a,4,0,1,1,0,0,0,0,0,1,a,1,c,c,b,b,,,1,1,1,1,1.3,1.1,b,b,c,b,0.0,0.0,d,d,1,1,c,c,0,0,0,0,0,0,2,0,0,0,,,0,0,,,,,,,0,3,0,1,0,0,0,0,1,1,0,1,c,c,,,,,0,0,0,0,0,0,0,0,8.0,b,2,0,0,0,0,0,0,d,0,0,c,b,4,0,1,1,1,0,0,0,0,1,a,1,c,c,c,b,4369,1583430358351.jpg,b,0,a,1,b,c,e,e,c,1583432007865.jpg,,,,,,,-2.89978183 -79.00122976 2557.549560546875 4.5079017,,48255405,152,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fc419d0f7-e3cc-40aa-a5c5-31869b27dc34%2F15833342940762726543081352672123-10_5_6.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fc419d0f7-e3cc-40aa-a5c5-31869b27dc34%2F15833360602087117451373539306940-10_34_41.jpg,,,,01H00481,5968,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,,,1,1,1,1,1.3,1.3,b,b,a,a,0,0,d,d,0,0,d,d,0,0,0,0,0,0,0,2,0,0,,,0,0,,,,,,,0,1,0,0,0,0,0,0,0,0,0,1,c,c,,,,,0,0,0,0,0,0,0,0,9,d,1,9,0,0,0,0,0,d,0,0,b,b,3,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,5968,15833342940762726543081352672123-10_5_6.jpg,c,0,a,1,a,b,b,b,b,15833360602087117451373539306940-10_34_41.jpg,,,,,,,-2.866713 -78.987198 2572.60009765625 72.9000015258789,,48256325,153,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F852b289a-b495-4948-b302-37867b10b955%2F20200304_105148-11_5_26.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F852b289a-b495-4948-b302-37867b10b955%2F1583336308395942981496006484354-10_38_43.jpg,,,,01H00481,4515,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,a,a,b,b,,,1,1,1,1,1.5,1.5,b,b,b,b,0,0,d,d,0,0,d,d,0,0,0,0,0,0,4,2,0,0,,,0,0,,,,,,,0,0,0,0,1,0,0,1,0,0,0,1,c,c,,,,,0,0,0,0,0,1,0,0,6,d,1,15,0,0,0,0,0,d,0,1,b,b,3,0,0,0,0,0,0,0,1,0,f,,b,b,b,b,4515,1583336308395942981496006484354-10_38_43.jpg,b,0,a,1,b,b,b,c,b,20200304_105148-11_5_26.jpg,,,,,,,-2.86726 -78.985518 2572.60009765625 44.65999984741211,,48256350,154,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Feae08c99-0d35-46d8-952a-b69ef61d1553%2F20200304_112053-11_37_43.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Feae08c99-0d35-46d8-952a-b69ef61d1553%2F1583338277566624529082655362923-11_11_34.jpg,,,,01H00481,4188,1,a,a,3,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,,,1,1,1,1,1.5,1.5,b,b,a,a,0,0,d,d,0,0,d,d,0,0,0,0,0,0,0,3,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,c,c,,,,,0,0,0,0,0,0,0,0,9,d,1,22,0,0,0,0,0,d,0,0,b,b,3,0,1,0,0,0,0,0,1,0,a,1,a,a,b,b,4188,1583338277566624529082655362923-11_11_34.jpg,b,0,a,1,a,b,b,c,b,20200304_112053-11_37_43.jpg,,,,,,,-2.876989 -78.979339 0 100,,48256379,155,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F981ae72d-7ed0-4795-9049-0a4742bd3eb1%2F15833401836152367167232957547480-11_43_11.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F981ae72d-7ed0-4795-9049-0a4742bd3eb1%2F1583341705259981374832702085098-12_8_34.jpg,,,,01H00481,3659,1,a,a,3,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,6,6,b,b,b,b,0,0,d,d,0,0,d,d,0,0,0,0,0,0,3,2,0,0,,,0,0,,,,,,,0,0,0,0,1,0,0,0,2,7,0,0,c,c,,,,,0,0,0,0,0,1,0,0,3,d,1,1,0,0,0,0,0,d,1,1,a,c,3,0,1,0,0,0,0,0,0,0,a,1,a,a,b,b,3659,15833401836152367167232957547480-11_43_11.jpg,a,0,a,1,a,a,b,d,a,1583341705259981374832702085098-12_8_34.jpg,,,,,,,-2.87559 -78.980779 2534 100,,48256406,156,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F7e9c4e19-91de-4639-b503-d13748664869%2F1583342046433786654508599781138-12_14_16.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F7e9c4e19-91de-4639-b503-d13748664869%2F15833428271033296036203974048566-12_27_16.jpg,,,,01H00481,8664,1,a,a,3,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,4.5,2.2,b,b,b,b,0,0,d,d,0,0,e,e,1,1,0,0,0,0,2,1,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,c,c,,,,,0,0,0,0,0,1,0,0,3.2,d,1,0,0,0,0,0,0,d,1,1,b,b,3,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,8664,1583342046433786654508599781138-12_14_16.jpg,a,0,a,1,a,b,b,d,b,15833428271033296036203974048566-12_27_16.jpg,,,,,,,-2.881231 -78.94852 0 77.5999984741211,,48256457,157,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F303e5d28-a5d0-4709-a568-b3606bb43f30%2F15834207249193556408788601002969-10_5_34.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F303e5d28-a5d0-4709-a568-b3606bb43f30%2F15834199885825383287825663827794-9_53_20.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F303e5d28-a5d0-4709-a568-b3606bb43f30%2F15834206987187882117252044127821-10_5_13.jpg,,,01H00481,2028,1,a,a,3,0,0,0,0,0,0,0,0,0,f,,c,c,b,b,,,1,1,1,1,2,1.2,b,b,c,c,0,0,d,d,0,0,d,d,1,0,0,0,0,0,0,2,0,0,,,0,0,,,,,,,0,2,0,0,0,0,0,0,0,0,0,0,c,c,,,,,0,0,0,0,0,0,0,0,11,d,2,5,0,0,0,0,0,d,0,0,c,b,4,0,0,1,1,0,0,1,0,0,a,1,c,c,b,b,2028,15834199885825383287825663827794-9_53_20.jpg,c,0,a,1,a,b,b,d,c,15834206987187882117252044127821-10_5_13.jpg,15834207249193556408788601002969-10_5_34.jpg,Permanentes salvables,,,,,-2.901193 -78.999761 2553.60009765625 31.70599937438965,,48256474,158,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F48d8feb5-e4fe-492f-a069-3a8fd0fc9003%2F15834240556243654880000971189187-11_1_14.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F48d8feb5-e4fe-492f-a069-3a8fd0fc9003%2F20200305_105148-11_0_46.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F48d8feb5-e4fe-492f-a069-3a8fd0fc9003%2F15834216125863525409875936051023-10_20_25.jpg,,,01H00481,821,1,a,a,4,0,0,1,0,0,0,0,0,0,a,1,b,b,b,b,,,1,1,1,1,1.5,1.5,b,b,b,b,0,0,d,d,0,0,d,d,0,0,0,0,0,0,0,5,0,0,,,0,0,,,,,,,0,1,0,0,0,0,0,0,5,0,0,0,c,c,,,,,0,0,0,0,0,0,0,0,9,d,1,9,0,0,0,0,0,d,0,0,c,b,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,821,15834216125863525409875936051023-10_20_25.jpg,b,0,a,1,a,c,b,d,b,20200305_105148-11_0_46.jpg,15834240556243654880000971189187-11_1_14.jpg,Permanentes salvables,,,,,-2.901822 -79.001294 2556.5 25.875999450683594,,48256579,159,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fc408bff5-8a03-452d-b84a-88757abc9190%2Fimage-12_36_22.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fc408bff5-8a03-452d-b84a-88757abc9190%2Fimage-12_53_28.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F0685ca2c-55de-4f65-b9f7-dec887e2fbdf%2Fimage-12_36_22.jpg,,,01H00481,8096,1,a,a,3,0,0,0,0,0,0,0,0,0,f,,c,c,b,b,,,1,1,1,1,4,2,b,b,c,b,0,0,d,d,0,0,c,c,1,0,0,0,0,0,2,0,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,2,1,0,0,c,c,,,,,0,0,0,0,0,0,0,0,6,d,2,2,0,0,0,0,0,d,0,0,a,b,4,0,0,1,0,0,0,0,0,0,a,1,c,c,b,b,8096,image-12_36_22.jpg,a,0,a,1,b,c,c,c,b,image-12_53_28.jpg,,,,,,,-2.900771 -79.00147 2531.0463303904694 4.783384166280364,,48287337,160,
