M_002  CÓDIGO DE ESTUDIO,M_003  TIPO DE LEVANTAMIENTO,M_004  MÉTODO DE LEVANTAMIENTO,PHOTO_1 ,PHOTO_2 ,PHOTO_3 ,PHOTO_4 ,PHOTO_5 ,Q_000  CÓDIGO DE ZONA,Q_001  CÓDIGO DE SEGMENTO,Q_002  EXISTENCIA DE SEGMENTO,Q_003  TIPO DE SEGMENTO,Q_004  CIRCULACIÓN,Q_005  BOCACALLES DE LA INTERSECCIÓN,Q_006  REDONDEL,Q_007  EXTENSIÓN DE ACERA,Q_008A  SEMÁFORO VEHÍCULAR,Q_008B  SEMÁFORO PEATONAL,Q_008C  TEMPORIZADOR,Q_008D  PULSADOR ,Q_008E  SONIDO,Q_008F  SEÑAL DE PARE,Q_008G  SEÑAL DE PASO PEATONAL,Q_009  PASO PEATONAL,Q_010  CONTINUIDAD DEL PASO PEATONAL,"Q_011  RAMPA LADO ""R""","Q_012  RAMPA LADO ""L""","Q_013  ALTO DE ACERA LADO ""R""","Q_014  ALTO DE ACERA LADO ""L""","Q_028B_L EXISTENCIA DE LUGAR ALTERNATIVO EN ""L""","Q_028B_R EXISTENCIA DE LUGAR ALTERNATIVO EN ""R""","Q_028_L EXISTENCIA DE ACERA EN ""L""","Q_028_R EXISTENCIA DE ACERA EN ""R""","Q_029_L CONTINUIDAD EN ""L""","Q_029_R CONTINUIDAD EN ""R""","Q_030_L ANCHO EN ""L""","Q_030_R ANCHO EN ""R""","Q_031_L TIPO DE SUPERFICIE EN ""L""","Q_031_R TIPO DE SUPERFICIE EN ""R""","Q_032_L ESTADO EN ""L""","Q_032_R ESTADO EN ""R""","Q_033_L BUFFER DE SEGURIDAD EN ""L""","Q_033_R BUFFER DE SEGURIDAD EN ""R""","Q_034_L SOMBRA EN ""L""","Q_034_R SOMBRA EN ""R""","Q_035_L BORDILLO REDONDEADO EN ""L""","Q_035_R BORDILLO REDONDEADO EN ""R""","Q_036_L VOLADOS DE EDIFICIOS EN ""L""","Q_036_R VOLADOS DE EDIFICIOS EN ""R""","Q_037_L BASUREROS PÚBLICOS EN ""L""","Q_037_R BASUREROS PÚBLICOS EN ""R""","Q_038_L BANCAS U OTROS SITIOS PARA SENTARSE EN ""L""","Q_038_R BANCAS U OTROS SITIOS PARA SENTARSE EN ""R""","Q_039_L PARQUEADEROS DE BICICLETAS EN ""L""","Q_039_R PARQUEADEROS DE BICICLETAS EN ""R""","Q_040_L LUMINARIAS EN ""L""","Q_040_R LUMINARIAS EN ""R""","Q_041_L ÁRBOLES EN ""L""","Q_041_R ÁRBOLES EN ""R""","Q_042_L ESPACIADO DE ÁRBOLES EN ""L""","Q_042_R ESPACIADO DE ÁRBOLES EN ""R""","Q_043_L PARADAS DE TRANSPORTE PÚBLICO EN ""L""","Q_043_R PARADAS DE TRANSPORTE PÚBLICO EN ""R""","Q_044_L BANCA EN ""L""","Q_044_R BANCA EN ""R""","Q_045_L CUBIERTA EN ""L""","Q_045_R CUBIERTA EN ""R""","Q_046_L INFORMACIÓN EN ""L""","Q_046_R INFORMACIÓN EN ""R""","Q_047_L PERMANENTES SALVABLES EN ""L""","Q_047_R PERMANENTES SALVABLES EN ""R""","Q_048_L PERMANENTES INSALVABLES EN ""L""","Q_048_R PERMANENTES INSALVABLES EN ""R""","Q_049_L TEMPORALES SALVABLES EN ""L""","Q_049_R TEMPORALES SALVABLES EN ""R""","Q_050_L TEMPORALES INSALVABLES EN ""L""","Q_050_R TEMPORALES INSALVABLES EN ""R""","Q_051_L CIRCULANDO EN ""L""","Q_051_R CIRCULANDO EN ""R""","Q_052_L ESTACIONARIOS EN ""L""","Q_052_R ESTACIONARIOS EN ""R""","Q_053_L EXISTENCIA DE CICLOVÍA EN ""L""","Q_053_R EXISTENCIA DE CICLOVÍA EN ""R""","Q_054_L SEGREGADA EN ""L""","Q_054_R SEGREGADA EN ""R""","Q_055_L ANCHO DE CICLOVÍA EN ""L""","Q_055_R ANCHO DE CICLOVÍA EN ""R""","Q_056_L CAMINOS INFORMALES EN ""L""","Q_056_R CAMINOS INFORMALES EN ""R""","Q_057_L PUENTE PEATONAL EN ""L""","Q_057_R PUENTE PEATONAL EN ""R""","Q_058_L ESCALINATA / RAMPA EN ""L""","Q_058_R ESCALINATA / RAMPA EN ""R""","Q_059_L ENTRADAS O CALLEJONES VEHICULARES EN ""L""","Q_059_R ENTRADAS O CALLEJONES VEHICULARES EN ""R""",Q_060  ANCHO DE LA CALZADA,Q_061  MATERIAL DE LA CALZADA,Q_062  CARRILES VEHICULARES,Q_063  ESTACIONAMIENTOS O VEHÍCULOS ESTACIONADOS,Q_064  PARTER CENTRAL,Q_065  PLATAFORMA ÚNICA,Q_066  SEÑAL DE VELOCIDAD MÁXIMA (KM/H),Q_067  ROMPEVELOCIDADES,Q_068  SEÑAL DE ROMPEVELOCIDADES,Q_069  CRUCE A MITAD DEL SEGMENTO,Q_070  ELEMENTOS AGRADABLES,Q_071  JARDINES/PAISAJISMO,Q_072  MANTENIMIENTO GENERAL,Q_073  GRAFITTIS,Q_074  BOCACALLES DE LA INTERSECCIÓN,Q_075  REDONDEL,Q_076  EXTENSIÓN DE ACERA,Q_077A  SEMÁFORO VEHÍCULAR,Q_077B  SEMÁFORO PEATONAL,Q_077C  TEMPORIZADOR,Q_077D  PULSADOR ,Q_077E  SONIDO,Q_077F  SEÑAL DE PARE,Q_077G  SEÑAL DE PASO PEATONAL,Q_078  PASO PEATONAL,Q_079  CONTINUIDAD DEL PASO PEATONAL,"Q_080  RAMPA LADO ""R""","Q_081  RAMPA LADO ""L""","Q_082  ALTO DE ACERA LADO ""R""","Q_083  ALTO DE ACERA LADO ""L""",Q_084  CÓDIGO DEL SEGMENTO,Q_085  FOTOGRAFÍA INICIAL DEL SEGMENTO,Q_086  ESTADO DE LA CALZADA,Q_087  CARRIL DE TRANVÍA,Q_088  DIRECCIONALIDAD DE VÍA,Q_089  SEÑAL DE DIRECCIONALIDAD,Q_090  PENDIENTE LONGITUDINAL,Q_091  PERCEPCIÓN DE SEGURIDAD,Q_092  PERCEPCIÓN DE LA CALIDAD DEL AIRE,Q_093  PERCEPCIÓN DE NIVEL DE RUIDO,Q_094  PERCEPCIÓN DE CAMINABILIDAD,Q_095  FOTOGRAFÍA FINAL DEL SEGMENTO,Q_096A Q_ 096A FOTOGRAFÍA COMPLEMENTARIA_ A (OPCIONAL),Q_096A_D Q_ 096A DESCRIPCIÓN COMPLEMENTARIA_ A (OPCIONAL),Q_096B Q_ 096B FOTOGRAFÍA COMPLEMENTARIA_ B (OPCIONAL),Q_096B_D Q_ 096B DESCRIPCIÓN COMPLEMENTARIA_ B (OPCIONAL),Q_096C  FOTOGRAFÍA COMPLEMENTARIA_ C (OPCIONAL),Q_096C_D Q_ 096C DESCRIPCIÓN COMPLEMENTARIA_ C (OPCIONAL),Q_097  UBICACIÓN FINAL DEL SEGMENTO,_geolocation,_id,_index,fin_seg
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F1d4324b8-783a-453b-a4a8-ea3a2be7c024%2Fimage-10_50_18.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F1d4324b8-783a-453b-a4a8-ea3a2be7c024%2Fimage-10_25_54.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F492bca0a-ff1b-40fe-b3c6-8573c198ba15%2Fimage-10_25_54.jpg,,,01H00481,7970,1,a,a,4,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,1.4,1.4,b,b,b,b,0,0,b,b,0,0,b,b,0,0,0,0,0,0,3,0,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,c,c,,,,,0,0,0,0,0,0,0,0,7,d,2,9,0,0,0,0,0,d,0,0,c,a,4,0,0,0,0,0,0,0,1,0,a,1,a,a,b,b,7970,image-10_25_54.jpg,b,0,a,1,a,c,c,d,b,image-10_50_18.jpg,,,,,,,-2.904212 -78.99826 2531.399745941162 10,,48065943,124,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F198ada32-58a8-45b6-9fb1-947ddc8189ea%2Fimage-11_21_10.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F198ada32-58a8-45b6-9fb1-947ddc8189ea%2Fimage-10_52_36.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F791260d1-58b4-4ab3-b515-2d48b67bbdf1%2Fimage-10_52_36.jpg,,,01H00481,9245,1,a,a,4,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,1.4,1.4,b,b,b,b,0,0,d,d,0,0,d,d,0,0,0,0,0,0,4,0,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,0,1,c,c,,,,,0,0,0,0,0,0,0,0,7,d,2,9,0,0,0,0,0,d,0,0,b,a,3,0,0,0,0,0,0,0,1,0,a,0,c,c,b,b,9245,image-10_52_36.jpg,b,0,a,0,a,b,b,c,b,image-11_21_10.jpg,,,,,,,-2.905053 -78.998635 2527.136474609375 65,,48067672,125,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F5e1d1dac-62e3-48cd-8245-8548d236c244%2Fimage-11_24_29.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F5e1d1dac-62e3-48cd-8245-8548d236c244%2Fimage-11_37_8.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ff0f898b4-339f-45a4-8072-4bf78f660ff8%2Fimage-11_24_29.jpg,,,01H00481,1150,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,,,1,1,1,1,1.4,1.4,b,b,b,b,0,0,d,d,0,0,c,d,0,0,0,0,0,0,0,2,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,1,0,0,c,c,,,,,0,0,0,0,0,0,0,0,7,d,2,9,0,0,0,0,0,d,0,0,c,b,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,1150,image-11_24_29.jpg,b,0,a,1,b,c,b,d,b,image-11_37_8.jpg,,,,,,,-2.903983 -78.99864 2531.01220703125 65,,48068826,126,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fefc035a5-d458-456d-8126-41b553cdc472%2F15832465436297933976048726614682-9_42_39.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fefc035a5-d458-456d-8126-41b553cdc472%2F15832482389727837176639485421919-10_10_50.jpg,,,,01H00481,5803,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,,,1,1,1,1,1.3,1.3,b,b,a,a,0,0,d,d,0,0,d,d,0,0,0,0,0,0,1,2,0,0,,,0,0,,,,,,,0,1,0,0,0,1,0,0,0,1,0,0,c,c,,,,,0,0,0,0,0,0,0,0,6,d,1,11,0,0,0,0,0,d,0,0,b,b,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,5803,15832465436297933976048726614682-9_42_39.jpg,b,0,a,1,a,b,b,c,b,15832482389727837176639485421919-10_10_50.jpg,,,,,,,-2.882187 -78.973727 2517.948974609375 4.644999980926514,,48106935,128,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fd7360990-18e9-4767-87f5-c2b4058a84c9%2F1583248420772444867789957275351-10_13_59.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fd7360990-18e9-4767-87f5-c2b4058a84c9%2F15832497329945775343620350644213-10_35_47.jpg,,,,01H00481,7728,1,a,a,4,0,0,0,0,0,0,0,0,0,a,0,a,a,b,b,,,1,1,1,1,1.3,1.3,b,b,b,b,0,0,d,d,0,0,d,d,0,0,0,0,0,0,0,3,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,2,0,1,c,c,,,,,0,0,0,0,0,0,0,0,6,d,1,12,0,0,0,0,0,d,0,0,b,b,5+,0,0,0,0,0,0,0,1,0,f,,a,a,b,b,7728,1583248420772444867789957275351-10_13_59.jpg,b,0,a,1,a,b,b,b,b,15832497329945775343620350644213-10_35_47.jpg,,,,,,,-2.882187 -78.973727 2517.948974609375 4.644999980926514,,48110709,129,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F9422d7d1-bca3-4781-b0c7-28ec30263e91%2F15832506573903668298057091722485-10_51_58.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F9422d7d1-bca3-4781-b0c7-28ec30263e91%2F15832499165238493052408900290834-10_38_46.jpg,,,,01H00481,109,1,a,a,4,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,1.3,1.3,b,b,b,b,0,0,d,d,0,0,d,d,0,0,0,0,0,0,0,2,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,0,0,0,c,c,,,,,0,0,0,0,0,0,0,0,6,d,1,4,0,0,0,0,0,d,0,0,b,b,4,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,109,15832499165238493052408900290834-10_38_46.jpg,b,0,a,1,a,b,b,d,b,15832506573903668298057091722485-10_51_58.jpg,,,,,,,-2.882187 -78.973727 2517.948974609375 4.644999980926514,,48110816,130,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fe82721c1-e08f-4ce9-a80f-af124c7836cf%2F15832516944707742329340396243829-11_8_25.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fe82721c1-e08f-4ce9-a80f-af124c7836cf%2F15832509205072435960321966930726-10_55_35.jpg,,,,01H00481,3787,1,a,a,3,0,0,0,0,0,0,0,0,0,f,,c,c,c,c,,,1,1,1,1,2,2,b,b,b,b,0,0,d,d,0,0,e,e,0,1,0,0,0,0,2,2,0,3,,a,0,1,,1,,1,,0,0,0,0,0,0,1,0,0,3,1,0,1,c,c,,,,,0,0,0,0,0,0,0,0,12,a,2,3,0,0,0,0,0,d,1,0,b,c,4,0,0,1,1,1,0,1,0,0,a,1,c,c,c,c,3787,15832509205072435960321966930726-10_55_35.jpg,b,0,a,0,a,b,b,d,b,15832516944707742329340396243829-11_8_25.jpg,,,,,,,-2.882187 -78.973727 2517.948974609375 4.644999980926514,,48110866,131,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ff08afbc9-652a-4858-a309-e3108f6fbc91%2Fimage-9_40_13.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ff08afbc9-652a-4858-a309-e3108f6fbc91%2Fimage-10_15_2.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fef92bcc6-c52f-4e4e-8717-e2716640b2e9%2Fimage-9_40_13.jpg,,,01H00481,10773,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,,,1,1,1,1,2,2,b,b,b,b,0,0,d,d,0,0,e,d,1,0,0,0,0,0,0,2,1,0,,,0,0,,,,,,,0,1,0,0,0,0,0,0,0,1,0,0,c,c,,,,,0,0,0,0,0,0,0,0,10,d,2,10,0,0,0,0,0,d,0,1,b,a,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,10773,image-9_40_13.jpg,c,0,a,0,a,b,c,c,b,image-10_15_2.jpg,,,,,,,-2.903336 -78.998917 2528.1394463961983 5.069785212620598,,48151333,132,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F163618e3-0735-453d-bdc4-7c95a571d52c%2Fimage-10_46_5.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F163618e3-0735-453d-bdc4-7c95a571d52c%2Fimage-10_22_31.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ff25d10b2-8e21-4f32-8a78-46443c62f058%2Fimage-10_22_31.jpg,,,01H00481,6079,1,a,a,3,0,1,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,2,2,b,b,a,a,0,0,d,d,0,0,c,c,0,0,0,0,0,0,1,3,0,0,,,0,0,,,,,,,0,1,0,0,0,0,0,1,3,0,0,0,c,c,,,,,0,0,0,0,0,0,0,1,10,d,2,14,0,0,0,0,0,d,0,0,b,c,4,0,0,0,0,0,0,0,1,0,f,,b,b,b,b,6079,image-10_22_31.jpg,b,0,a,1,a,c,c,d,b,image-10_46_5.jpg,,,,,,,-2.904005 -78.998687 2506.4693053917126 4.3095330332793,,48151351,133,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ff84054a2-4953-49c9-9d07-c0489850d7d6%2Fimage-10_49_45.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ff84054a2-4953-49c9-9d07-c0489850d7d6%2Fimage-10_59_58.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F4f330c8c-f54c-47c4-b161-1a5850516a96%2Fimage-10_49_45.jpg,,,01H00481,9970,1,a,a,3,0,0,0,0,0,0,0,0,0,a,1,c,a,b,b,,,1,1,1,1,4,4,b,b,a,a,0,0,d,d,0,0,e,c,0,1,0,0,0,0,1,1,0,0,,,0,1,,0,,0,,0,2,0,1,0,0,0,0,0,0,0,0,0,c,c,,,,,0,0,0,0,0,0,0,0,6,d,2,0,0,0,0,0,0,d,0,0,b,b,3,0,0,0,0,0,0,0,0,0,f,,c,c,b,b,9970,image-10_49_45.jpg,a,0,a,1,a,b,d,d,a,image-10_59_58.jpg,,,,,,,-2.90496 -78.998987 2522.852403669794 30.27880364522674,,48151385,134,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ffc89ddc2-d2d9-4c61-9921-c3303d59c3ba%2Fimage-11_14_16.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ffc89ddc2-d2d9-4c61-9921-c3303d59c3ba%2Fimage-11_36_23.jpg,,,,01H00481,3383,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,b,b,b,b,,,1,1,1,1,1.5,1.5,b,b,a,a,0,0,d,d,0,0,d,c,0,0,0,0,0,0,0,3,0,0,,,0,0,,,,,,,0,1,0,1,0,0,0,0,0,1,1,0,c,c,,,,,0,0,0,0,0,0,0,0,8,d,2,8,0,0,0,0,0,d,0,0,b,a,4,0,0,0,0,0,0,0,0,0,f,,b,b,c,c,3383,image-11_14_16.jpg,b,0,a,1,b,b,c,b,b,image-11_36_23.jpg,,,,,,,-2.903491 -78.998166 2527.6898625139147 4.194459032243605,,48151425,135,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F8b405095-3905-4ae3-a0cb-125255a563c5%2F1583336657908.-10_45_3.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F8b405095-3905-4ae3-a0cb-125255a563c5%2F1583333955085.-10_0_40.jpg,,,,01H00481,5379,1,a,a,3,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,6,4,b,b,a,a,0,0,d,d,0,0,c,d,0,1,0,0,0,0,5,0,0,2,,,0,0,,,,,,,0,0,0,0,0,0,0,0,6,1,0,0,c,c,,,,,0,1,0,0,0,0,0,0,4,d,1,2,0,0,0,0,0,d,0,1,a,c,3,0,0,0,0,0,0,0,0,0,a,1,a,a,c,c,5379,1583333955085.-10_0_40.jpg,a,0,a,1,a,b,c,d,a,1583336657908.-10_45_3.jpg,,,,,,,,,48156579,136,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F2cb7982a-9de1-4c18-9c91-428606ed6e70%2F1583339218126.-11_27_18.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F2cb7982a-9de1-4c18-9c91-428606ed6e70%2F1583337041122.-10_51_4.jpg,,,,01H00481,5501,1,a,a,3,0,1,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,2,2,b,b,b,b,0,0,d,d,1,1,c,c,0,0,0,0,0,0,0,4,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,3,0,0,c,c,,,,,0,0,0,0,0,0,0,0,9,d,2,23,0,0,0,0,0,d,0,0,b,b,4,0,0,0,0,0,0,0,1,0,f,,a,a,c,c,5501,1583337041122.-10_51_4.jpg,b,0,a,1,a,c,c,d,c,1583339218126.-11_27_18.jpg,,,,,,,,,48160081,137,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ffe3c90c9-7ae4-42b7-bd53-3c707a7189d2%2F1583340253869.-11_44_26.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ffe3c90c9-7ae4-42b7-bd53-3c707a7189d2%2F1583339369729.-11_29_45.jpg,,,,01H00481,1317,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,a,a,c,c,,,1,1,1,1,1.5,1.5,b,b,a,a,0,0,d,d,1,1,d,d,0,0,0,0,0,0,0,3,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,1,0,0,0,c,c,,,,,0,0,0,0,0,0,0,0,8,d,2,3,0,0,0,0,0,d,0,0,b,c,4,0,0,0,0,0,0,0,0,0,f,,b,b,c,c,1317,1583339369729.-11_29_45.jpg,a,0,a,1,a,c,b,c,b,1583340253869.-11_44_26.jpg,,,,,,,,,48161184,138,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fbe638641-06b2-4639-b4e6-8b6985f92660%2Fimage-11_45_30.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fbe638641-06b2-4639-b4e6-8b6985f92660%2F7872B183-AB4C-4AF2-90EA-F1F40B3E1340-11_31_19.jpeg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F476716a7-0cb0-4afd-a5de-55519cb3fe3c%2F7872B183-AB4C-4AF2-90EA-F1F40B3E1340-11_31_19.jpeg,,,01H00481,11313,1,a,a,4,0,0,0,0,0,0,0,0,0,f,,a,a,c,b,,,1,1,1,1,1.5,1.5,b,b,b,b,0,0,d,d,0,0,d,d,0,0,0,0,0,0,0,3,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,0,2,0,0,c,c,,,,,0,0,0,0,0,0,0,0,7,d,2,0,0,0,0,0,0,d,0,0,b,b,4,0,0,1,1,0,0,1,0,0,a,0,b,b,b,b,11313,7872B183-AB4C-4AF2-90EA-F1F40B3E1340-11_31_19.jpeg,b,0,a,1,a,b,c,d,b,image-11_45_30.jpg,,,,,,,-2.902086 -79.000581 2540.376552581787 10,,48161187,139,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ffe410905-e11f-4d33-a348-b82a178c6571%2F1583340395099.-11_46_58.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Ffe410905-e11f-4d33-a348-b82a178c6571%2F1583341198316.-12_0_11.jpg,,,,01H00481,8434,1,a,a,4,0,0,0,0,0,0,0,0,0,a,1,b,b,c,c,,,1,1,1,1,2,2,b,b,a,a,0,0,d,d,0,0,b,d,1,0,0,0,0,0,0,2,0,0,,,0,0,,,,,,,0,0,0,0,0,0,0,0,2,1,0,0,c,c,,,,,0,0,0,0,0,0,0,0,8,d,2,1,0,0,0,0,0,d,0,0,a,b,3,0,0,0,0,0,0,0,0,1,a,1,a,a,b,b,8434,1583340395099.-11_46_58.jpg,a,0,a,1,a,b,c,d,b,1583341198316.-12_0_11.jpg,,,,,,,,,48162460,140,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fe40ce89c-a111-4218-a657-2b8ba57fbcfc%2F1583341880140.-12_11_35.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2Fe40ce89c-a111-4218-a657-2b8ba57fbcfc%2F1583341332603.-12_2_45.jpg,,,,01H00481,9236,1,a,a,3,0,0,0,0,0,0,0,0,0,f,,a,a,b,b,,,1,1,1,1,1.5,3,b,b,a,a,0,0,d,b,0,0,e,a,0,0,0,0,0,0,0,1,0,0,,,0,0,,,,,,,0,1,0,0,0,0,0,0,1,0,1,0,c,c,,,,,0,0,0,0,0,0,0,0,8,d,2,2,0,0,0,0,0,d,0,0,a,b,5+,0,0,1,1,0,0,1,0,0,a,1,a,a,b,b,9236,1583341332603.-12_2_45.jpg,a,0,a,0,a,a,b,d,b,1583341880140.-12_11_35.jpg,,,,,,,,,48163125,141,
tutorial,a,a,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F7dd80e66-ba33-4fbc-9fe8-8c1788efc6ff%2Fimage-12_12_55.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F7dd80e66-ba33-4fbc-9fe8-8c1788efc6ff%2Fimage-11_51_49.jpg,https://kc.kobotoolbox.org/media/large?media_file=maps%2Fattachments%2F9e14805639b141dfa5f1f628f9a10933%2F6e426cba-0fce-4340-b7ea-f633f3c6767c%2Fimage-11_51_49.jpg,,,01H00481,11248,1,a,a,3,0,0,0,0,0,0,0,0,0,a,1,a,a,b,b,,,1,1,1,1,4,4,b,b,a,a,0,0,d,c,0,0,d,c,1,0,0,0,0,0,2,1,0,0,,,0,0,,,,,,,3,0,0,0,0,0,0,0,4,1,2,0,c,c,,,,,0,0,0,0,0,0,0,0,7,d,2,0,0,0,0,0,0,d,1,0,b,a,4,0,0,1,1,0,0,0,0,0,a,1,a,a,b,b,11248,image-11_51_49.jpg,a,0,a,0,b,a,a,d,a,image-12_12_55.jpg,,,,,,,-2.90333 -79.001382 2545.111904144287 10,,48163252,142,
